Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,18.381332397460938,17.869333267211914,17.916000366210938,18.321332931518555,5722500.0,18.289262771606445
2020-01-02,19.465999603271484,18.752666473388672,19.0086669921875,19.464000701904297,10438500.0,19.429929733276367
2020-01-03,18.885332107543945,18.274667739868164,18.5,18.41266632080078,14713500.0,18.380435943603516
2020-01-06,17.996667861938477,17.429332733154297,17.733999252319336,17.82866668701172,11313000.0,17.79745864868164
2020-01-07,19.006000518798828,18.123332977294922,18.40399932861328,18.74799919128418,10441500.0,18.715181350708008
2020-01-08,19.123332977294922,18.486000061035156,18.82666778564453,18.78933334350586,10024500.0,18.75644302368164
2020-01-09,19.482667922973633,18.547332763671875,19.465999603271484,19.11400032043457,11472000.0,19.080541610717773
2020-01-10,19.381999969482422,18.583999633789062,19.375999450683594,18.72333335876465,11304000.0,18.69055938720703
2020-01-13,19.501333236694336,18.920000076293945,19.126667022705078,19.457332611083984,8160000.0,19.42327308654785
2020-01-14,20.01799964904785,19.222667694091797,19.470666885375977,19.582666397094727,9610500.0,19.54838752746582
2020-01-15,19.623332977294922,18.666667938232422,19.573333740234375,18.876667022705078,11518500.0,18.843624114990234
2020-01-16,19.823999404907227,19.299999237060547,19.343332290649414,19.82266616821289,10807500.0,19.787967681884766
2020-01-17,20.236000061035156,19.747333526611328,20.077333450317383,20.207332611083984,11839500.0,20.171960830688477
2020-01-21,20.399999618530273,19.933332443237305,19.95599937438965,20.170000076293945,6961500.0,20.134693145751953
2020-01-22,21.291332244873047,20.465999603271484,20.634000778198242,20.65133285522461,10747500.0,20.615182876586914
2020-01-23,21.133333206176758,20.248666763305664,20.890666961669922,21.12266731262207,9354000.0,21.085693359375
2020-01-24,22.066667556762695,19.957332611083984,21.950666427612305,20.408666610717773,19885500.0,20.372940063476562
2020-01-27,18.796667098999023,17.937332153320312,18.586000442504883,18.041332244873047,19500000.0,18.009750366210938
2020-01-28,19.496667861938477,18.333332061767578,18.733333587646484,19.332666397094727,14221500.0,19.298826217651367
2020-01-29,19.24333381652832,18.202667236328125,19.117332458496094,18.266666412353516,12270000.0,18.234689712524414
2020-01-30,18.37266731262207,17.143333435058594,17.900667190551758,18.198667526245117,17106000.0,18.16680908203125
2020-01-31,17.78066635131836,16.034000396728516,17.757999420166016,16.24066734313965,22954500.0,16.212238311767578
2020-02-03,16.94066619873047,16.402666091918945,16.468000411987305,16.860666275024414,13681500.0,16.831151962280273
2020-02-04,18.469999313354492,17.892000198364258,18.13599967956543,18.433332443237305,15466500.0,18.401063919067383
2020-02-05,19.720666885375977,18.825332641601562,19.413333892822266,19.639999389648438,19452000.0,19.605619430541992
2020-02-06,19.72333335876465,18.946666717529297,19.701332092285156,19.652666091918945,12234000.0,19.61826515197754
2020-02-07,19.15333366394043,18.233333587646484,19.07466697692871,18.266000747680664,16014000.0,18.234025955200195
2020-02-10,19.093332290649414,17.833332061767578,17.841333389282227,19.093332290649414,11137500.0,19.059907913208008
2020-02-11,20.535999298095703,19.599332809448242,19.61199951171875,20.23933219909668,16857000.0,20.203903198242188
2020-02-12,21.227333068847656,20.799999237060547,20.892667770385742,21.1286678314209,11917500.0,21.09168243408203
2020-02-13,21.625333786010742,20.514667510986328,20.562667846679688,21.17533302307129,13008000.0,21.13826560974121
2020-02-14,21.906667709350586,20.6646671295166,21.650667190551758,21.03933334350586,11269500.0,21.002504348754883
2020-02-18,20.28266716003418,19.733999252319336,19.933332443237305,20.165332794189453,16186500.0,20.130035400390625
2020-02-19,21.810667037963867,20.93666648864746,20.989999771118164,21.73200035095215,13075500.0,21.693958282470703
2020-02-20,21.666667938232422,19.77400016784668,21.46666717529297,20.76066780090332,20755500.0,20.724327087402344
2020-02-21,20.366666793823242,18.666667938232422,20.344667434692383,18.89666748046875,25333500.0,18.863588333129883
2020-02-24,17.014667510986328,15.934666633605957,16.222000122070312,16.200666427612305,30187500.0,16.17230796813965
2020-02-25,16.922666549682617,14.45199966430664,16.893999099731445,14.712667465209961,38751000.0,14.68691349029541
2020-02-26,15.772000312805176,14.533332824707031,15.0686674118042,14.836000442504883,33132000.0,14.810029029846191
2020-02-27,14.342000007629395,12.658666610717773,13.4399995803833,12.741999626159668,38827500.0,12.719695091247559
2020-02-28,13.866000175476074,11.446666717529297,11.466667175292969,13.666666984558105,45580500.0,13.642743110656738
2020-03-02,15.02066707611084,13.02066707611084,14.5,15.020000457763672,36516000.0,14.993708610534668
2020-03-03,15.822667121887207,13.118000030517578,15.210000038146973,13.499333381652832,32919000.0,13.475703239440918
2020-03-04,15.489999771118164,13.736000061035156,14.30666732788086,15.475333213806152,20538000.0,15.448243141174316
2020-03-05,15.28600025177002,13.734000205993652,14.190667152404785,14.087332725524902,23968500.0,14.062673568725586
2020-03-06,13.565999984741211,12.199999809265137,13.0,13.240667343139648,26310000.0,13.217490196228027
2020-03-09,11.792667388916016,9.866666793823242,10.135333061218262,9.88599967956543,31191000.0,9.868694305419922
2020-03-10,11.773332595825195,9.933333396911621,11.128000259399414,11.773332595825195,33006000.0,11.752723693847656
2020-03-11,11.13266658782959,9.420000076293945,10.719332695007324,9.776000022888184,33735000.0,9.75888729095459
2020-03-12,8.915332794189453,6.801332950592041,7.77400016784668,6.802667140960693,47734500.0,6.790759086608887
2020-03-13,8.733332633972168,6.533332824707031,8.074000358581543,8.661333084106445,43620000.0,8.646171569824219
2020-03-16,7.097332954406738,5.266666889190674,5.98533296585083,5.318666934967041,47341500.0,5.309357166290283
2020-03-17,5.992000102996826,4.380667209625244,5.320000171661377,5.847332954406738,73488000.0,5.83709716796875
2020-03-18,5.263999938964844,3.566667079925537,4.6006669998168945,4.3333330154418945,67953000.0,4.325747966766357
2020-03-19,5.065999984741211,3.8499999046325684,4.215332984924316,4.6620001792907715,67534500.0,4.653839111328125
2020-03-20,5.432666778564453,4.25333309173584,5.220666885375977,4.263332843780518,63204000.0,4.2558698654174805
2020-03-23,4.938666820526123,4.0873332023620605,4.533332824707031,4.659999847412109,63927000.0,4.6518425941467285
2020-03-24,6.265999794006348,5.547332763671875,5.570000171661377,6.249332904815674,67669500.0,6.245452404022217
2020-03-25,7.013332843780518,5.707333087921143,6.363333225250244,6.004666805267334,65236500.0,6.000938415527344
2020-03-26,7.266666889190674,6.266666889190674,6.469333171844482,7.205333232879639,55215000.0,7.200859546661377
2020-03-27,6.815332889556885,6.048666954040527,6.47866678237915,6.0960001945495605,51672000.0,6.092215061187744
2020-03-30,6.798666954040527,6.157332897186279,6.330667018890381,6.751999855041504,39718500.0,6.747807502746582
2020-03-31,7.082666873931885,6.164000034332275,6.76200008392334,6.315999984741211,50964000.0,6.312078475952148
2020-04-01,6.156000137329102,5.1066670417785645,5.687333106994629,5.294000148773193,47541000.0,5.290713310241699
2020-04-02,5.797332763671875,5.175333023071289,5.184000015258789,5.778666973114014,43654500.0,5.775079250335693
2020-04-03,5.960667133331299,5.208000183105469,5.783999919891357,5.435332775115967,43627500.0,5.431958198547363
2020-04-06,7.179333209991455,6.125999927520752,6.133333206176758,7.102666854858398,51997500.0,7.098256587982178
2020-04-07,7.97933292388916,6.9806671142578125,7.909333229064941,7.013332843780518,79462500.0,7.008978366851807
2020-04-08,7.802000045776367,7.064000129699707,7.3933329582214355,7.716000080108643,50287500.0,7.711208820343018
2020-04-09,8.22933292388916,6.986000061035156,8.040666580200195,7.210000038146973,75898500.0,7.205523490905762
2020-04-13,7.5233330726623535,6.9633331298828125,7.159999847412109,7.46999979019165,36957000.0,7.465361595153809
2020-04-14,8.492667198181152,7.940667152404785,7.992667198181152,8.461999893188477,51487500.0,8.456745147705078
2020-04-15,7.973999977111816,7.505332946777344,7.972667217254639,7.775332927703857,37128000.0,7.770504951477051
2020-04-16,8.434666633605957,7.834000110626221,8.157333374023438,8.347332954406738,47277000.0,8.34214973449707
2020-04-17,8.887999534606934,8.266667366027832,8.856666564941406,8.564000129699707,47445000.0,8.558682441711426
2020-04-20,8.566666603088379,8.0,8.200667381286621,8.011333465576172,35502000.0,8.006359100341797
2020-04-21,7.77400016784668,6.767333030700684,7.642666816711426,6.886000156402588,60042000.0,6.881724834442139
2020-04-22,8.183333396911621,7.413332939147949,7.495333194732666,8.03933334350586,37150500.0,8.034341812133789
2020-04-23,8.33666706085205,7.75333309173584,8.080666542053223,7.835332870483398,42906000.0,7.83046817779541
2020-04-24,8.378000259399414,7.626667022705078,7.863999843597412,8.333999633789062,34429500.0,8.328824996948242
2020-04-27,8.917332649230957,8.543999671936035,8.666666984558105,8.670666694641113,42303000.0,8.665283203125
2020-04-28,9.288000106811523,8.501999855041504,9.13266658782959,8.535332679748535,55147500.0,8.530033111572266
2020-04-29,9.850000381469727,8.9313325881958,8.971332550048828,9.760000228881836,42030000.0,9.75394058227539
2020-04-30,9.655332565307617,8.668000221252441,9.624667167663574,8.734000205993652,55264500.0,8.72857666015625
2020-05-01,8.166666984558105,7.320000171661377,8.133333206176758,7.406667232513428,65224500.0,7.402068138122559
2020-05-04,7.636000156402588,7.133999824523926,7.208666801452637,7.614666938781738,35217000.0,7.609939098358154
2020-05-05,8.434666633605957,7.847332954406738,8.050666809082031,8.000666618347168,47706000.0,7.995698928833008
2020-05-06,8.657999992370605,8.21399974822998,8.266667366027832,8.277999877929688,46401000.0,8.272859573364258
2020-05-07,8.819999694824219,8.386667251586914,8.712667465209961,8.52066707611084,32518500.0,8.515376091003418
2020-05-08,9.281999588012695,8.694000244140625,8.78266716003418,9.26533317565918,38311500.0,9.2595796585083
2020-05-11,9.482666969299316,8.939332962036133,8.962667465209961,9.239999771118164,27099000.0,9.234262466430664
2020-05-12,9.517999649047852,8.456666946411133,9.434666633605957,8.456666946411133,34702500.0,8.451416015625
2020-05-13,8.739999771118164,7.625332832336426,8.685333251953125,8.001333236694336,53503500.0,7.996365547180176
2020-05-14,8.666666984558105,7.400000095367432,7.813333034515381,8.640666961669922,54496500.0,8.635302543640137
2020-05-15,8.191332817077637,7.639999866485596,7.7866668701171875,8.099332809448242,55647000.0,8.094304084777832
2020-05-18,9.350000381469727,8.666666984558105,8.666666984558105,9.232666969299316,42394500.0,9.226934432983398
2020-05-19,9.762666702270508,9.107333183288574,9.185999870300293,9.121999740600586,40813500.0,9.11633586883545
2020-05-20,10.313332557678223,9.671333312988281,9.676667213439941,10.159333229064941,39808500.0,10.15302562713623
2020-05-21,10.164667129516602,9.324000358581543,10.156000137329102,9.369999885559082,37935000.0,9.364182472229004
2020-05-22,9.53266716003418,9.034000396728516,9.449333190917969,9.505999565124512,25134000.0,9.500097274780273
2020-05-26,10.387999534606934,9.748666763305664,10.249333381652832,9.800666809082031,41682000.0,9.794581413269043
2020-05-27,10.226667404174805,9.045999526977539,9.918000221252441,10.219332695007324,41941500.0,10.212986946105957
2020-05-28,10.418000221252441,9.399999618530273,10.053333282470703,9.548666954040527,33565500.0,9.54273796081543
2020-05-29,10.378000259399414,9.566666603088379,9.677332878112793,10.27400016784668,38440500.0,10.267621040344238
2020-06-01,10.27400016784668,9.866666793823242,10.071999549865723,10.146666526794434,21564000.0,10.140366554260254
2020-06-02,10.800000190734863,10.073332786560059,10.232000350952148,10.800000190734863,34992000.0,10.793293952941895
2020-06-03,11.876667022705078,11.219332695007324,11.219332695007324,11.74666690826416,30483000.0,11.739373207092285
2020-06-04,12.314000129699707,11.477999687194824,11.643333435058594,12.055999755859375,31461000.0,12.048514366149902
2020-06-05,13.466667175292969,12.826666831970215,12.927332878112793,12.934000015258789,26946000.0,12.925969123840332
2020-06-08,13.260666847229004,12.457332611083984,13.260666847229004,12.85533332824707,25800000.0,12.84735107421875
2020-06-09,13.010000228881836,12.281332969665527,12.41333293914795,12.87733268737793,22317000.0,12.86933708190918
2020-06-10,13.38266658782959,12.85533332824707,13.153332710266113,12.996000289916992,23647500.0,12.987930297851562
2020-06-11,12.156000137329102,10.501333236694336,12.001333236694336,10.515999794006348,47562000.0,10.509469985961914
2020-06-12,11.59866714477539,10.259332656860352,11.491999626159668,10.95199966430664,35401500.0,10.945199966430664
2020-06-15,11.461999893188477,10.11533260345459,10.260666847229004,11.432666778564453,29254500.0,11.425568580627441
2020-06-16,12.621333122253418,11.432666778564453,12.406000137329102,12.038666725158691,30856500.0,12.0311918258667
2020-06-17,12.66866683959961,12.133999824523926,12.295999526977539,12.371999740600586,21156000.0,12.364317893981934
2020-06-18,12.480667114257812,12.10200023651123,12.206666946411133,12.314666748046875,13989000.0,12.307021141052246
2020-06-19,12.859999656677246,12.005999565124512,12.739333152770996,12.066666603088379,29616000.0,12.059173583984375
2020-06-22,12.449333190917969,11.708000183105469,12.126667022705078,12.38933277130127,19461000.0,12.381640434265137
2020-06-23,12.880000114440918,12.421333312988281,12.62399959564209,12.4913330078125,18909000.0,12.48989486694336
2020-06-24,12.484000205993652,11.368000030517578,12.258000373840332,11.652000427246094,31200000.0,11.650659561157227
2020-06-25,11.9913330078125,11.09000015258789,11.638667106628418,11.938667297363281,21685500.0,11.93729305267334
2020-06-26,12.005332946777344,11.157999992370605,11.800000190734863,11.223999977111816,21492000.0,11.222707748413086
2020-06-29,11.619333267211914,10.833999633789062,11.248000144958496,11.609999656677246,17931000.0,11.608663558959961
2020-06-30,12.649333000183105,11.74666690826416,11.74666690826416,12.547332763671875,32251500.0,12.545888900756836
2020-07-01,12.562000274658203,11.989333152770996,12.555333137512207,12.022666931152344,21469500.0,12.021283149719238
2020-07-02,12.803999900817871,12.328666687011719,12.52733325958252,12.470000267028809,24289500.0,12.468564987182617
2020-07-06,13.594667434692383,13.088000297546387,13.10533332824707,13.470000267028809,21822000.0,13.468449592590332
2020-07-07,13.613332748413086,12.899999618530273,13.298666954040527,12.972000122070312,17728500.0,12.97050666809082
2020-07-08,13.533332824707031,12.954667091369629,13.300000190734863,13.5086669921875,14014500.0,13.507112503051758
